,user_id,register_day,register_type,device_type
user_activity_count_b6,0.0
user_activity_count_b4,0.0
user_activity_count_b3,0.0
register_day_device_type_register_rate,0.0
device_type_ratio,0.0
register_day_device_ratio,-0.0844165641470991
user_video_create_day_ratio,-0.11814342913410746
register_day_device_type_register_ratio,-0.18216643644750252
user_app_launch_count_b5,-0.2112964034225727
register_type_device,-0.26756669424759993
user_video_create_var,-0.32682598955502584
device_type_register_ratio,-0.43031555262711035
user_app_launch_count_f6,-0.4564145337459483
device_type_register,-0.5139225076849706
user_author_num,-0.5905563940578016
user_app_launch_gap,-0.6870845488515234
user_activity_count_b5,-0.7535444153170654
user_video_create_frequency,-0.7662054492827556
register_day_register_type_device_ratio,-1.001966972006606
user_video_create_day,-1.1045625785358777
user_activity_ratio,-1.2837603251271814
user_activity_count_f4,-2.78157564203583
user_activity_count_f2,-5.445205848091577
feature importance of lr for kuaishou ,2018-06-16_04-06
best score,0.7240695406150035,best params
C,1.2
max_iter,1200
penalty,l1
solver,liblinear
user_video_create_count_b1,6.373690498337215
user_activity_count_b1,4.265554016834715
register_type_device_ratio,2.6691187661224878
user_activity_frequency,2.306240483264957
user_app_launch_rate,1.795549913653518
user_app_launch_count_b7,1.478437335609481
user_activity_day_var,1.0662152484677538
user_author_num_ratio,1.0270598621967182
user_activity_count_b2,1.005604466145526
user_app_launch_ratio,0.8970575766744685
user_action_type_num,0.737480094932202
user_app_launch_var,0.6668312192482706
register_type_ratio,0.5845454006925952
register_day_type_rate,0.5577744793339899
user_app_launch_count_b5,0.5398407955965656
user_activity_day_ratio,0.4753578065142111
user_activity_gap,0.430979608503584
user_app_launch_count_b2,0.4203211299118458
user_app_launch_count_b1,0.36062495209325957
user_app_launch_count_b4,0.35421996614301
user_page_num,0.33328871256541087
register_day_device_rate,0.26507964106212506
user_app_launch_count_b3,0.2351035256106073
user_activity_var,0.22910139321486503
user_app_launch_count_f6,0.1427036064986134
user_video_create_gap,0.13386362215554104
user_activity_day_rate,0.07170879441974069
user_activity_count_b3,0.06460208854498688
device_type_ratio,0.032606455270090255
user_video_num_ratio,0.0
user_video_num,0.0
user_video_create_ratio,0.0
user_video_create_rate,0.0
user_video_create_day_var,0.0
user_video_create_day_ratio,0.0
user_video_create_count_f6,0.0
user_video_create_count_f4,0.0
user_video_create_count_f2,0.0
user_video_create_count_f1,0.0
user_video_create_count_b4,0.0
user_video_create_count_b2,0.0
user_page_day_ratio,0.0
user_author_num,0.0
user_app_launch_count_f4,0.0
user_app_launch_count_f2,0.0
user_app_launch_count_f1,0.0
user_app_launch_count_b6,0.0
user_activity_ratio,0.0
user_activity_rate,0.0
user_activity_count_f6,0.0
user_activity_count_f2,0.0
user_activity_count_f1,0.0
user_activity_count_b6,0.0
user_activity_count_b5,0.0
user_activity_count_b4,0.0
register_day_register_type_device_rate,0.0
register_day_device_type_register_rate,0.0
register_day_device_ratio,-0.10996352913184404
register_day_type_ratio,-0.1817216062765037
register_day_device_type_register_ratio,-0.19412567373035144
user_video_create_var,-0.2506727653359173
user_activity_count_b7,-0.2705151962877808
register_type_device,-0.334906011083312
user_video_create_count_b6,-0.33648556939177987
device_type_register_ratio,-0.45859162532399816
device_type_register,-0.5115048907779151
user_video_create_frequency,-0.5744996349485312
user_app_launch_gap,-0.7057986604560857
register_day_register_type_device_ratio,-1.009399113026654
user_video_create_day,-1.4505018619127172
user_activity_count_f4,-7.76466626559355
feature importance of lr for kuaishou ,2018-06-16_04-09
best score,0.7996254532315449,best params
C,1.0
max_iter,1200
penalty,l2
solver,liblinear
user_activity_count_b1,4.421756027236763
user_activity_frequency,3.0087276201944047
user_activity_count_b2,2.74343081445389
user_video_create_count_b1,2.223667379117093
user_author_num_ratio,1.6893569576841152
register_type_device_ratio,1.5987570792708075
user_app_launch_count_b7,1.4792086498641057
user_app_launch_rate,1.389159831639897
user_video_create_count_b2,1.2581835467508955
user_video_num_ratio,1.1339610604013373
user_app_launch_count_f6,1.131275118718213
user_app_launch_ratio,1.0844489537564583
user_activity_day_var,1.0425621934919982
user_app_launch_var,0.9021035297416188
user_app_launch_count_b6,0.837970173147313
user_activity_var,0.6782692345014635
register_day_type_rate,0.665889648540381
user_action_type_num,0.6251861940453438
user_activity_count_b4,0.5398987631165353
user_activity_day_ratio,0.5381248188467589
user_page_num,0.42285053299876346
register_day_device_rate,0.4125652401020336
user_activity_count_b7,0.37778096037807146
user_activity_gap,0.36559500424747177
user_video_create_ratio,0.3497412981313271
user_app_launch_count_b1,0.33749610204916425
user_app_launch_count_b4,0.3039843206427212
user_app_launch_count_b2,0.28665171268137
register_day_type_ratio,0.2465910001941985
user_app_launch_count_b3,0.21902283138005085
user_video_create_day_ratio,0.14558839558968834
user_video_create_count_f6,0.1403385405251861
device_type_ratio,0.1356594653085515
user_video_create_gap,0.11461836152780147
user_video_create_day_var,0.10669853297380762
user_app_launch_count_b5,0.09960704426593565
register_day_register_type_device_rate,0.09252002443045088
register_day_device_type_register_rate,0.09252002443045088
user_activity_count_b3,0.06010230412914641
user_video_create_count_b4,0.013951218677072094
user_video_create_rate,-0.0019569952534428323
user_video_create_count_f4,-0.021508585550642327
user_page_day_ratio,-0.02375369397734799
register_type_ratio,-0.052838781423008734
register_day_device_type_register_ratio,-0.1030543736292197
user_activity_day_rate,-0.13273934973540222
user_app_launch_count_f1,-0.14147115754402761
register_type_device,-0.2135217954342444
user_video_create_count_f2,-0.2231734970149732
user_video_create_count_b6,-0.27320991246391363
user_video_create_count_f1,-0.31726885306602437
user_video_create_var,-0.34430613491454887
user_activity_count_b5,-0.34438126259140567
user_app_launch_count_f4,-0.35337978301232664
register_day_device_ratio,-0.36054223750246067
user_activity_count_b6,-0.380866674350855
device_type_register_ratio,-0.4228155037090696
device_type_register,-0.4345111381785419
user_app_launch_count_f2,-0.5404516870590306
register_day_register_type_device_ratio,-0.5757822382733498
user_app_launch_gap,-0.643240436086335
user_video_num,-0.6996351318224315
user_activity_ratio,-0.7780882312264332
user_video_create_frequency,-0.8044098193112108
user_author_num,-0.9081975628260818
user_video_create_day,-1.1471851737022627
user_activity_rate,-1.2569162638262747
user_activity_count_f6,-1.475660716899057
user_activity_count_f4,-1.5635723637000314
user_activity_count_f1,-1.6928328328816071
user_activity_count_f2,-1.9007615658253267
feature importance of lr for kuaishou ,2018-06-16_05-05
best score,0.7993402452378564,best params
C,1.0
max_iter,1200
penalty,l2
solver,liblinear
user_activity_count_b1,4.48661348736526
user_activity_frequency,3.0456018676319525
user_activity_count_b2,2.792503407783814
user_video_create_count_b1,2.222692265162785
user_app_launch_count_b7,2.0904896418953736
user_author_num_ratio,1.6303826004541857
user_app_launch_rate,1.4995551789175392
register_type_device_ratio,1.4028286637966747
user_video_create_count_b2,1.1873196220956164
user_video_num_ratio,1.1385221600772073
user_app_launch_ratio,1.0824191550396132
user_activity_day_var,1.0576271969636597
user_app_launch_count_f7,1.0321822025386682
user_app_launch_var,0.8660228058587277
user_video_create_count_b5,0.765156848687426
register_day_type_rate,0.7641545823573254
user_activity_var,0.6905223579983824
user_action_type_num,0.6280890576447176
user_app_launch_count_b6,0.584001466997569
user_activity_count_b4,0.5433299894555192
user_activity_day_ratio,0.5386092859803887
user_app_launch_count_f6,0.5029154173030299
user_page_num,0.4139253234740172
user_activity_gap,0.37011316226152835
user_app_launch_count_b1,0.3411021334178704
user_video_create_ratio,0.32013906203216763
user_app_launch_count_b2,0.29381910117052046
user_app_launch_count_b4,0.2828088828973439
user_video_create_count_b3,0.1878140505312431
user_video_create_day_ratio,0.14007997435665268
user_app_launch_count_b3,0.133764003848415
register_day_type_ratio,0.12652118326220274
user_video_create_gap,0.11348765766437184
user_video_create_count_f4,0.10951304836154375
user_activity_count_b7,0.10418412295201503
user_video_create_day_var,0.08134485898810177
user_video_create_rate,0.04943265768804868
user_activity_count_b3,-0.0006348342480430556
user_page_day_ratio,-0.0028379317921531644
user_video_create_count_f3,-0.0034606141348026945
user_app_launch_count_b5,-0.01510996597131159
register_day_device_ratio,-0.035516372824577376
register_type_ratio,-0.04320530153689309
user_app_launch_count_f1,-0.09170774207396072
user_activity_day_rate,-0.13161970630567596
user_video_create_count_f2,-0.14998221792544572
user_video_create_count_f5,-0.17765818975266212
register_type_device,-0.20649747305237087
user_video_create_count_b4,-0.2331769093689509
user_video_num,-0.24767866406156974
user_app_launch_count_f5,-0.2518919364715585
user_video_create_count_f1,-0.2627188542557045
device_type_register_ratio,-0.3422491418399032
user_video_create_count_b6,-0.3534363035187487
user_video_create_var,-0.37129463580340316
user_app_launch_count_f3,-0.3931375218445324
user_app_launch_count_f4,-0.4511027249922568
user_activity_count_b5,-0.48186035743470473
user_app_launch_count_f2,-0.4923323924885502
user_activity_count_b6,-0.508070073342754
user_video_create_count_b7,-0.5321747028667384
user_app_launch_gap,-0.6428150673344102
register_day_register_type_device_ratio,-0.6520737626912161
user_activity_count_f3,-0.6964030476609714
user_activity_ratio,-0.7435815200486452
user_author_num,-0.7501834824855385
user_activity_count_f5,-0.7522935152035343
user_video_create_frequency,-0.8095728370380617
user_activity_count_f6,-0.8115056077208812
user_activity_rate,-1.007474754805344
user_activity_count_f4,-1.039093052413993
user_video_create_day,-1.0444744231481795
user_activity_count_f7,-1.2137734585509055
user_activity_count_f1,-1.288528016970402
user_activity_count_f2,-1.4646033909546659
feature importance of lr for kuaishou ,2018-06-16_06-45
best score,0.7989333217070116,best params
C,0.8
max_iter,1200
penalty,l2
solver,liblinear
user_activity_count_b1,4.069405176867292
user_activity_frequency,2.8657125961878798
user_activity_count_b2,2.6685365758699042
user_video_create_count_b1,2.304966453932319
user_app_launch_count_b7,2.2191060192255248
user_author_num_ratio,1.785851008215104
register_type_device_ratio,1.3653158152123877
user_activity_day_var,1.2736282323362387
user_video_num_ratio,1.1978771141729228
user_app_launch_ratio,1.0504431256841467
user_app_launch_count_f7,1.0480786507489306
user_app_launch_var,0.8996879925718517
user_video_create_count_b2,0.8483378639106461
user_app_launch_count_f6,0.7213144531428829
user_activity_var,0.6940855687552115
user_activity_count_b4,0.6610469433989189
register_day_type_rate,0.6384191737943814
user_app_launch_count_b6,0.6169214859896602
user_video_create_ratio,0.583502169203117
user_action_type_num,0.5814144794861459
user_video_create_count_b5,0.5237648608845649
user_activity_day_ratio,0.48801444565525304
user_page_num,0.4598203538606467
user_app_launch_count_f1,0.43116801128550314
user_activity_gap,0.4036318760633145
user_app_launch_count_b2,0.38380821618103
user_app_launch_count_b1,0.34526667665002914
user_app_launch_count_b4,0.29475296402617224
user_video_create_day_ratio,0.21729552569877425
user_app_launch_count_b3,0.21148612591048938
user_video_create_count_b3,0.19687125011574186
user_app_launch_count_f2,0.14801885163819928
register_day_type_ratio,0.14521166775925315
user_video_create_day_var,0.0862642103516578
user_video_create_gap,0.07601335074286168
user_activity_count_b3,0.06513565721031472
user_activity_count_b7,0.0514375135160743
user_video_create_rate,0.05134588081103553
user_video_create_count_f4,0.04200365356159615
user_video_create_count_f3,0.031081198433283694
register_type_ratio,0.03007542555307836
user_page_day_ratio,0.025525332355746444
user_video_create_count_b4,0.010777952871634258
register_day_device_ratio,-0.029320130351245467
user_app_launch_count_b5,-0.04131302194315504
user_video_create_count_f2,-0.04232436193156373
user_video_create_count_f5,-0.046767805957968735
user_app_launch_count_f3,-0.0612250297037783
register_type_device,-0.20114665486399075
user_activity_day_rate,-0.22996759643601694
user_video_num,-0.23466477157649737
user_activity_count_b5,-0.2729582026454644
user_app_launch_count_f4,-0.309474531940426
user_video_create_count_f1,-0.3225259127842598
user_video_create_var,-0.3402673433271985
device_type_register_ratio,-0.35892907118883877
user_app_launch_rate,-0.39094612027181225
user_video_create_count_b7,-0.44696795661779365
register_day_register_type_device_ratio,-0.5230312112098425
user_app_launch_count_f5,-0.526454768395215
user_activity_count_b6,-0.5478807661427159
user_app_launch_gap,-0.6260353945137689
user_activity_count_f6,-0.626323728605621
user_video_create_count_b6,-0.6335039192767804
user_activity_count_f3,-0.6371242993029067
user_activity_ratio,-0.7610130252460484
user_video_create_frequency,-0.8042482430011427
user_activity_count_f5,-0.8612644001060262
user_author_num,-0.9112278004175892
user_activity_count_f7,-1.024713322879257
user_activity_count_f4,-1.0864854797317922
user_video_create_day,-1.0953069501299157
user_activity_rate,-1.116050795031546
user_activity_count_f1,-1.133411161643477
user_activity_count_f2,-1.3346361988262463
feature importance of lr for kuaishou ,2018-06-16_07-14
best score,0.80367282686868,best params
C,0.8
max_iter,1200
penalty,l2
solver,liblinear
user_activity_count_b1,5.402077039897572
user_activity_frequency,5.158684453496276
user_author_num_ratio,2.5301017467469715
user_video_create_count_b1,2.4309435407717115
user_activity_count_b2,1.9880051200010722
register_type_device_ratio,1.8488464776389026
user_app_launch_rate,1.74744623545855
user_video_num_ratio,1.1397619500085674
user_app_launch_ratio,1.0877096323325848
user_activity_day_var,1.0785817276341263
user_app_launch_count_b7,1.0658895583822832
user_app_launch_count_f1,0.9754169819197884
user_video_create_count_b2,0.9433271996613556
user_activity_count_b3,0.9313656772140875
user_app_launch_count_f4,0.825996381302845
user_action_type_num,0.7742877618348062
user_app_launch_var,0.6821123104402596
user_activity_var,0.5756585439732441
register_day_type_rate,0.5720257789809052
user_activity_day_ratio,0.5075808909864808
user_app_launch_count_f3,0.48064264234945053
user_app_launch_count_b1,0.3833706678330994
user_app_launch_count_b2,0.3731216901032179
user_app_launch_count_f2,0.3648320035159917
user_activity_gap,0.36039952335424835
user_app_launch_count_b4,0.3558627303240226
user_app_launch_count_b3,0.35377579757453304
user_page_num,0.340441094075171
user_video_create_count_b3,0.2807962359723094
user_app_launch_count_f5,0.262922569409284
user_app_launch_count_b5,0.23161830511826226
user_video_create_count_b6,0.20280506907407606
user_activity_day_rate,0.16822490372736865
register_day_type_ratio,0.13694233780624318
register_type_ratio,0.13637185530107887
user_video_create_count_b5,0.11595159582731107
user_video_create_gap,0.0650079309566924
user_video_create_count_b4,0.03439715125110678
user_video_create_day_var,0.016826808718833783
user_video_create_day_ratio,0.009488047101284999
user_video_create_rate,-0.0434233227246552
user_activity_count_b4,-0.04682260536965277
register_day_device_ratio,-0.05390401072584919
user_video_create_ratio,-0.05840094320433009
user_video_create_count_f4,-0.07569377129467023
user_video_create_count_f5,-0.11906906383412073
user_video_create_count_f3,-0.13309191777437893
user_app_launch_count_b6,-0.1400582206387413
user_activity_count_b7,-0.17078218439759918
user_video_create_count_f2,-0.24019362709888292
user_video_num,-0.26377657443929736
user_activity_ratio,-0.3360731106756461
device_type_register_ratio,-0.3373422312481972
user_video_create_count_b7,-0.3463999656418936
user_page_day_ratio,-0.3498212842522917
register_type_device,-0.35747257906032476
user_video_create_count_f1,-0.47009876388496347
user_video_create_var,-0.5610852198929508
user_app_launch_count_f6,-0.5894045127765191
user_activity_count_f5,-0.5944092090791046
user_video_create_day,-0.6107372766697307
user_video_create_frequency,-0.6574855728876748
user_app_launch_gap,-0.6849609782120707
user_activity_count_b6,-0.7015047377739663
user_activity_count_f4,-0.7232829631900227
user_activity_count_b5,-0.7325147824205623
user_activity_count_f6,-0.7877332672235493
user_author_num,-0.7939333797474315
user_activity_rate,-0.9021282698247441
user_activity_count_f3,-0.9981788254959009
register_day_register_type_device_ratio,-1.098512309781673
user_activity_count_f2,-1.1139811294606372
user_activity_count_f7,-1.2533082135529494
user_activity_count_f1,-1.3552908276845996
user_app_launch_count_f7,-1.7518116197009186
feature importance of lr for kuaishou ,2018-06-16_07-22
best score,0.8023521575556687,best params
C,0.3
max_iter,1200
penalty,l2
solver,liblinear
user_activity_count_b1,3.8343232214273453
user_activity_frequency,3.5747081727192476
user_activity_count_b2,1.9269337604926058
user_author_num_ratio,1.9159249822919555
user_video_create_count_b1,1.397144227451434
user_app_launch_rate,1.3884765798368026
user_app_launch_count_b7,1.2950832525078722
user_video_num_ratio,1.2311395708768127
user_app_launch_ratio,1.0726297256982644
user_activity_day_var,1.0480849317179022
register_type_device_ratio,1.0367972553678952
user_video_create_count_b2,0.8271325254896733
user_app_launch_count_f1,0.8000171218708355
user_action_type_num,0.7933949398967208
user_app_launch_var,0.7342389203607681
user_activity_count_b3,0.6954768108542712
register_day_type_rate,0.6628330685778756
user_activity_var,0.6424163405088142
user_page_day_ratio,0.6371290276312351
user_activity_day_ratio,0.5179471096037069
user_app_launch_count_f2,0.47098446537351096
user_app_launch_count_f3,0.4296804535954683
user_app_launch_count_b1,0.4146441943594353
user_page_num,0.3831626112183416
user_app_launch_count_b2,0.38242888288354426
user_activity_gap,0.34776306065704293
user_app_launch_count_b4,0.2912896317130989
user_app_launch_count_b3,0.25263331376505976
user_video_create_count_b5,0.2450089639669658
user_video_create_count_b3,0.23047032695577385
user_activity_ratio,0.1812710739130029
user_app_launch_count_f4,0.16906597526862482
user_activity_count_b4,0.15691244207466498
user_app_launch_count_b5,0.146599981063672
register_day_type_ratio,0.14276510198937767
user_video_create_ratio,0.12838038812231936
user_app_launch_count_b6,0.12773699869635896
user_video_create_day_ratio,0.10580723046866349
register_type_ratio,0.05883818086524424
user_video_create_count_b6,0.052376168798958615
user_activity_day_rate,0.05125021899850822
user_video_create_count_b4,0.048412286813860284
user_video_create_gap,0.037457272526179884
register_day_device_ratio,0.013759313232251543
user_video_create_rate,-0.08733105066143623
user_video_create_day_var,-0.10235010255972732
user_video_create_count_f4,-0.13545388521299448
user_video_create_count_f3,-0.1689875236773003
user_app_launch_count_f5,-0.1736556162427529
user_activity_count_b7,-0.20385289551463037
user_video_create_count_f5,-0.23420092575047838
user_video_create_count_f2,-0.26996774312694444
user_activity_count_b5,-0.2729869056884963
user_video_create_count_b7,-0.2908220980952952
device_type_register_ratio,-0.3359115825942802
register_type_device,-0.3430235537197244
user_video_create_count_f1,-0.3477974315535712
user_activity_count_b6,-0.37611068175015494
user_video_create_var,-0.3816364374187837
user_app_launch_count_f6,-0.4124681166112731
user_video_num,-0.502329253283393
user_video_create_frequency,-0.5122162884118798
user_author_num,-0.5251067657813528
user_activity_rate,-0.5794012624249321
user_app_launch_count_f7,-0.6542514865416603
user_video_create_day,-0.6657728985398788
user_app_launch_gap,-0.6676962812572457
register_day_register_type_device_ratio,-0.736800838446645
user_activity_count_f5,-0.7742208289358306
user_activity_count_f4,-0.8126468606496347
user_activity_count_f6,-0.8415908623282417
user_activity_count_f3,-0.8738430889689133
user_activity_count_f7,-0.9906153690383124
user_activity_count_f2,-1.0108699329460216
user_activity_count_f1,-1.0841001348737203
feature importance of lr for kuaishou ,2018-06-16_07-29
best score,0.8037456824694583,best params
C,0.4
max_iter,1200
penalty,l2
solver,liblinear
user_activity_count_b1,4.313252695773035
user_activity_frequency,3.7388137285371865
user_author_num_ratio,2.08981117368344
user_activity_count_b2,1.9852550540469533
user_video_create_count_b1,1.5954716413216947
register_type_device_ratio,1.4152453977742534
user_app_launch_count_b7,1.2796703258277655
user_app_launch_rate,1.226083566077654
user_video_num_ratio,1.1763193776717038
user_app_launch_ratio,1.0641440152500217
user_activity_day_var,1.061499706299342
user_activity_count_b3,0.8821092965892727
user_video_create_count_b2,0.8206698078467112
user_action_type_num,0.8004043912826493
user_app_launch_count_f1,0.7507122535216283
user_app_launch_var,0.6680528653074449
user_activity_var,0.6116525412514244
user_app_launch_count_f4,0.5810464145446346
register_day_type_rate,0.5804473817957777
user_activity_day_ratio,0.5171160001313407
user_app_launch_count_f3,0.43534849110077456
user_page_day_ratio,0.4212325962856396
user_app_launch_count_f2,0.40784858821257886
user_app_launch_count_b1,0.394813437651544
user_app_launch_count_b2,0.3823339741209375
user_page_num,0.3625446851865142
user_activity_gap,0.35684730226036115
user_app_launch_count_b3,0.34516762223884007
user_video_create_count_b3,0.3159781735953095
user_app_launch_count_b4,0.2873815041861364
user_app_launch_count_f5,0.233879378260885
user_app_launch_count_b5,0.20203760579552657
register_type_ratio,0.1347931528496768
register_day_type_ratio,0.13401720432931588
user_activity_ratio,0.08769770118726494
user_video_create_count_b4,0.08706406844070351
user_video_create_count_b6,0.08079007964348002
user_video_create_count_b5,0.07360740031850177
user_activity_day_rate,0.0727937835546798
user_video_create_ratio,0.06441384438720074
user_video_create_gap,0.0485189056953939
user_video_create_day_ratio,0.04525917394281434
user_activity_count_b4,0.0330846925320602
user_app_launch_count_b6,0.02688323604452282
register_day_device_ratio,-0.026156535866930057
user_video_create_day_var,-0.09938003841984752
user_video_create_rate,-0.10386945729601374
user_video_create_count_f4,-0.15315510389036854
user_video_create_count_f5,-0.1643991943681701
user_video_create_count_f3,-0.19929703012662486
user_activity_count_b7,-0.2059859405840505
user_video_create_count_b7,-0.2357928016406252
user_video_create_count_f2,-0.27400560806500224
user_app_launch_count_f6,-0.2857795209015793
device_type_register_ratio,-0.3370194179095582
register_type_device,-0.35828507560419526
user_video_create_count_f1,-0.3857771076224999
user_video_create_var,-0.40901761975995654
user_author_num,-0.5039368052887923
user_activity_count_b5,-0.522694020303156
user_video_num,-0.5236419383510506
user_activity_count_b6,-0.5341567192172665
user_video_create_frequency,-0.5563630569122696
user_video_create_day,-0.5977049633145582
user_activity_rate,-0.6260373320195738
user_activity_count_f5,-0.64609591866618
user_app_launch_gap,-0.6822067565168435
user_activity_count_f4,-0.750765544738363
user_activity_count_f6,-0.7513257315243043
register_day_register_type_device_ratio,-0.9228898841091683
user_activity_count_f3,-0.9566748756592915
user_activity_count_f7,-1.0388966418014083
user_activity_count_f2,-1.0606317501697573
user_activity_count_f1,-1.18533920887379
user_app_launch_count_f7,-1.294256316075663
feature importance of lr for kuaishou ,2018-06-16_07-32
best score,0.8046671525982786,best params
C,0.8
max_iter,1200
penalty,l2
solver,liblinear
user_activity_count_b1,4.808156602685312
user_activity_frequency,4.537419812393448
user_video_create_count_b1,2.4084422686356906
user_author_num_ratio,2.232021520157581
user_activity_count_b2,2.1813917208192746
register_type_device_ratio,1.9687424576532737
user_app_launch_count_b7,1.3775809653983067
user_activity_count_b3,1.2259240235427908
user_app_launch_rate,1.1386061000806569
user_video_num_ratio,1.1298130015053514
user_app_launch_ratio,1.1062983022289734
user_activity_day_var,1.078637028392623
user_video_create_count_b2,0.9585494028497643
user_action_type_num,0.7926204960893161
user_app_launch_count_f5,0.7119271072293871
user_app_launch_count_f1,0.6758295158254357
user_app_launch_var,0.5891194257910806
user_activity_var,0.5617233956302452
user_activity_count_b4,0.5554574521677995
register_day_type_rate,0.5216566441969182
user_activity_day_ratio,0.4769104332237994
user_app_launch_count_b4,0.46408258357689874
user_app_launch_count_f4,0.42144197780968745
user_app_launch_count_b1,0.3853666050836937
user_activity_gap,0.371970495526236
user_page_num,0.335548148794454
user_app_launch_count_b3,0.3235737548382254
user_app_launch_count_f2,0.31359684500582186
user_app_launch_count_b2,0.3030218731842082
register_type_ratio,0.28586703199037955
user_video_create_count_b3,0.21396240856663173
user_app_launch_count_f3,0.20062727495571916
user_activity_day_rate,0.19277249343452962
user_app_launch_count_b5,0.1791908345998623
user_video_create_count_b4,0.15081375908385078
user_app_launch_count_f6,0.10544418982320981
user_video_create_count_b6,0.054193163922460985
user_video_create_gap,0.052235747175780126
register_day_type_ratio,0.03254703080011871
user_video_create_day_ratio,-0.011519266178777542
user_video_create_count_b5,-0.011901134406587355
user_app_launch_count_b6,-0.03953458001879484
user_video_create_day_var,-0.04031615670055267
register_day_device_ratio,-0.05783384119002017
user_video_create_rate,-0.10704353978232678
user_video_create_count_f5,-0.12293492966925568
user_video_create_ratio,-0.16231808092984118
user_video_create_count_f4,-0.17312566571327406
user_video_create_count_f3,-0.17471094972544662
user_page_day_ratio,-0.1936291256461872
user_video_create_count_b7,-0.20404155582235578
user_activity_ratio,-0.26080376355498147
user_video_create_count_f2,-0.2950659400898293
user_video_num,-0.3369345392637259
device_type_register_ratio,-0.34198505787044337
user_activity_count_b7,-0.3679882820661211
register_type_device,-0.38056465317359645
user_activity_count_f6,-0.43388127746967575
user_video_create_frequency,-0.4374258631865745
user_video_create_var,-0.5096926228122463
user_video_create_count_f1,-0.5375915772816545
user_video_create_day,-0.5378637517022637
user_activity_count_f5,-0.5613897564232824
user_author_num,-0.6095459408333176
user_app_launch_gap,-0.7074438554612636
user_activity_count_b5,-0.7453184325488218
user_activity_rate,-0.8584518668098021
user_activity_count_f7,-0.961619448538111
user_activity_count_f4,-1.0030441601208013
register_day_register_type_device_ratio,-1.0758002957981847
user_activity_count_b6,-1.141196290518718
user_activity_count_f3,-1.1432433591821936
user_activity_count_f2,-1.183418513584901
user_activity_count_f1,-1.296074430546323
user_app_launch_count_f7,-1.601870013718414
feature importance of lr for kuaishou ,2018-06-16_08-00
best score,0.8132971845504929,best params
boosting_type,dart
n_estimators,400
num_leaves,4
user_app_launch_count_b7,116
user_app_launch_ratio,97
user_app_launch_var,96
user_activity_count_b1,89
user_activity_day_ratio,67
user_app_launch_count_b3,62
user_app_launch_count_b2,60
user_app_launch_rate,53
user_app_launch_count_b4,53
user_activity_rate,51
user_app_launch_count_b1,48
user_activity_count_b7,44
user_video_num,29
register_day_device_ratio,23
user_app_launch_count_b5,21
user_activity_count_b2,21
register_day_type_rate,19
register_type_ratio,18
register_type_device,18
user_app_launch_count_b6,16
user_activity_var,16
user_activity_gap,16
user_author_num_ratio,14
user_activity_count_b6,13
user_activity_count_b3,13
register_day_type_ratio,13
user_author_num,12
user_activity_day_rate,12
user_activity_count_b4,11
user_activity_day_var,9
user_video_create_count_b1,8
user_app_launch_gap,8
user_action_type_num,8
register_day_register_type_device_ratio,6
user_video_num_ratio,5
user_page_day_ratio,5
user_app_launch_count_f3,5
register_type_device_ratio,4
device_type_register_ratio,4
user_app_launch_count_f1,3
user_page_num,2
user_app_launch_count_f5,2
user_activity_ratio,2
user_activity_count_f7,2
user_video_create_day_ratio,1
user_video_create_count_b7,1
user_app_launch_count_f2,1
user_activity_frequency,1
user_activity_count_f4,1
user_activity_count_b5,1
user_video_create_var,0
user_video_create_ratio,0
user_video_create_rate,0
user_video_create_gap,0
user_video_create_frequency,0
user_video_create_day_var,0
user_video_create_day,0
user_video_create_count_f5,0
user_video_create_count_f4,0
user_video_create_count_f3,0
user_video_create_count_f2,0
user_video_create_count_f1,0
user_video_create_count_b6,0
user_video_create_count_b5,0
user_video_create_count_b4,0
user_video_create_count_b3,0
user_video_create_count_b2,0
user_app_launch_count_f7,0
user_app_launch_count_f6,0
user_app_launch_count_f4,0
user_activity_count_f6,0
user_activity_count_f5,0
user_activity_count_f3,0
user_activity_count_f2,0
user_activity_count_f1,0
feature importance of lr for kuaishou ,2018-06-16_08-20
best score,0.8132971845504929,best params
boosting_type,dart
n_estimators,400
num_leaves,4
user_app_launch_count_b7,116
user_app_launch_ratio,97
user_app_launch_var,96
user_activity_count_b1,89
user_activity_day_ratio,67
user_app_launch_count_b3,62
user_app_launch_count_b2,60
user_app_launch_rate,53
user_app_launch_count_b4,53
user_activity_rate,51
user_app_launch_count_b1,48
user_activity_count_b7,44
user_video_num,29
register_day_device_ratio,23
user_app_launch_count_b5,21
user_activity_count_b2,21
register_day_type_rate,19
register_type_ratio,18
register_type_device,18
user_app_launch_count_b6,16
user_activity_var,16
user_activity_gap,16
user_author_num_ratio,14
user_activity_count_b6,13
user_activity_count_b3,13
register_day_type_ratio,13
user_author_num,12
user_activity_day_rate,12
user_activity_count_b4,11
user_activity_day_var,9
user_video_create_count_b1,8
user_app_launch_gap,8
user_action_type_num,8
register_day_register_type_device_ratio,6
user_video_num_ratio,5
user_page_day_ratio,5
user_app_launch_count_f3,5
register_type_device_ratio,4
device_type_register_ratio,4
user_app_launch_count_f1,3
user_page_num,2
user_app_launch_count_f5,2
user_activity_ratio,2
user_activity_count_f7,2
user_video_create_day_ratio,1
user_video_create_count_b7,1
user_app_launch_count_f2,1
user_activity_frequency,1
user_activity_count_f4,1
user_activity_count_b5,1
