,user_id,register_day,register_type,device_type
user_video_create_count_f5,-0.08474899681250471
user_app_launch_count_f3,-0.0945914780248626
user_video_create_count_f2,-0.09823432416207407
user_video_create_var,-0.10263897774667374
user_video_create_count_f3,-0.10805615650012579
user_video_create_count_f4,-0.11206939084703939
user_app_launch_count_f2,-0.20496815012015354
user_video_create_count_f1,-0.2252175619691719
register_day_register_type_device_ratio,-0.23357973091087597
user_app_launch_count_f1,-0.25776534979622284
register_type_device,-0.2667911192814254
user_video_create_count_b7,-0.2760329135865631
device_type_register,-0.3093666741491929
user_video_create_count_b6,-0.31161836744017773
register_day_device_ratio,-0.35707095665491506
user_video_create_frequency,-0.4674864829788391
device_type_register_ratio,-0.4676568840473752
user_video_num,-0.49032351806092656
user_app_launch_gap,-0.5432886608118725
user_author_num,-0.5899532663452274
user_activity_rate,-0.6116627485193363
user_activity_count_f6,-0.6536950074877204
user_activity_day_rate,-0.6740321203013919
user_activity_count_f3,-0.7156981797693871
user_activity_count_f7,-0.7191297876417188
user_activity_count_f5,-0.839372979644478
user_app_launch_rate,-0.8794569172639296
user_activity_count_f4,-0.8871713145407909
user_activity_count_f1,-0.9348926340128778
user_video_create_day,-0.9771508966613739
user_activity_count_f2,-1.0710918773876275
feature importance of lr for kuaishou ,2018-06-16_02-55
best score,0.7942317239254799,best params
C,1.0
max_iter,1200
penalty,l2
solver,liblinear
user_activity_count_b1,4.070794900395747
user_activity_count_b2,2.9995014889068408
user_activity_frequency,2.8949793349126756
user_app_launch_count_b7,2.590854298508056
user_author_num_ratio,1.8252634368410994
user_video_create_count_b1,1.5689282437328491
user_app_launch_count_f7,1.4922462658409184
user_activity_day_var,1.2676935585363993
register_type_device_ratio,1.1718956022695255
user_app_launch_ratio,1.1112526007644858
user_app_launch_count_f6,1.1006320047638367
user_video_num_ratio,1.0992779542333684
user_app_launch_count_b6,0.9551230577668711
user_video_create_ratio,0.8851540482214291
user_app_launch_var,0.8617959384706275
user_activity_var,0.7574990149346852
user_video_create_count_f7,0.5254398941745736
user_action_type_num,0.5235692115505743
user_page_num,0.5083401822482088
user_activity_day_ratio,0.4984793882054317
user_video_create_count_b5,0.4869526552360558
register_day_type_rate,0.48339138119551245
user_video_create_count_b2,0.43110333527102185
user_activity_count_b7,0.416299248965378
register_day_type_ratio,0.40983600438497336
user_activity_gap,0.40174324667608075
register_day_device_rate,0.3950039545577654
user_app_launch_count_b2,0.39325587454242417
user_activity_count_b4,0.39130412931933933
user_video_create_count_f6,0.3711384375098324
user_app_launch_count_b1,0.3091324815620474
user_app_launch_count_f2,0.28064779137403717
user_video_create_day_ratio,0.25609887473725906
user_video_create_count_b4,0.25574294578833456
user_page_day_ratio,0.2555119717238955
user_app_launch_count_b3,0.23989679440675016
user_app_launch_count_f1,0.23745501095259441
user_app_launch_count_b4,0.2322098784848518
user_video_create_count_b3,0.17375248921192832
register_day_register_type_device_rate,0.17063225238732305
register_day_device_type_register_rate,0.17063225238732305
user_video_create_day_var,0.06433802666950308
user_video_create_gap,0.06209802089497055
device_type_ratio,0.04812884169184138
user_app_launch_count_f3,0.033693866017291366
user_video_create_rate,0.0031348312605383333
user_video_create_count_f3,-0.03741686232850767
user_video_create_count_f2,-0.04306020210700076
register_day_device_type_register_ratio,-0.05956199280128805
register_type_device,-0.08339418930113555
user_video_create_count_f4,-0.09389237995035818
user_video_create_var,-0.1158318310492451
user_video_create_count_f5,-0.12365890072225783
user_activity_count_b3,-0.1986735515454968
register_type_ratio,-0.2068119120813002
user_app_launch_count_b5,-0.23838805282394768
user_video_num,-0.2634130010653333
register_day_register_type_device_ratio,-0.28277970705126104
user_video_create_count_f1,-0.3082190269839933
user_activity_count_b5,-0.31669958746326093
device_type_register,-0.32909296998495013
register_day_device_ratio,-0.3586486643820907
user_video_create_count_b6,-0.41068777062284634
user_video_create_count_b7,-0.4113286697476465
user_app_launch_count_f4,-0.41561331562650444
device_type_register_ratio,-0.44294730320983156
user_activity_day_rate,-0.4491633384571622
user_activity_count_b6,-0.5011747164816874
user_activity_count_f3,-0.5287166056708229
user_activity_count_f6,-0.5417462887650157
user_app_launch_gap,-0.5941442007543906
user_app_launch_count_f5,-0.7764605181158998
user_activity_ratio,-0.824160562869449
user_activity_count_f5,-0.8408770074722923
user_video_create_frequency,-0.8912063040822971
user_author_num,-0.975239928608781
user_activity_count_f4,-1.0124686256967825
user_activity_count_f7,-1.0604608877123671
user_activity_count_f1,-1.110062230886986
user_activity_rate,-1.1599246693469656
user_video_create_day,-1.226734031228452
user_app_launch_rate,-1.3863968072308273
user_activity_count_f2,-1.394554322698666
feature importance of lr for kuaishou ,2018-06-16_02-57
best score,0.7942317239254799,best params
C,1.0
max_iter,1200
penalty,l2
solver,liblinear
user_activity_count_b1,4.070794900395747
user_activity_count_b2,2.9995014889068408
user_activity_frequency,2.8949793349126756
user_app_launch_count_b7,2.590854298508056
user_author_num_ratio,1.8252634368410994
user_video_create_count_b1,1.5689282437328491
user_app_launch_count_f7,1.4922462658409184
user_activity_day_var,1.2676935585363993
register_type_device_ratio,1.1718956022695255
user_app_launch_ratio,1.1112526007644858
user_app_launch_count_f6,1.1006320047638367
user_video_num_ratio,1.0992779542333684
user_app_launch_count_b6,0.9551230577668711
user_video_create_ratio,0.8851540482214291
user_app_launch_var,0.8617959384706275
user_activity_var,0.7574990149346852
user_video_create_count_f7,0.5254398941745736
user_action_type_num,0.5235692115505743
user_page_num,0.5083401822482088
user_activity_day_ratio,0.4984793882054317
user_video_create_count_b5,0.4869526552360558
register_day_type_rate,0.48339138119551245
user_video_create_count_b2,0.43110333527102185
user_activity_count_b7,0.416299248965378
register_day_type_ratio,0.40983600438497336
user_activity_gap,0.40174324667608075
register_day_device_rate,0.3950039545577654
user_app_launch_count_b2,0.39325587454242417
user_activity_count_b4,0.39130412931933933
user_video_create_count_f6,0.3711384375098324
user_app_launch_count_b1,0.3091324815620474
user_app_launch_count_f2,0.28064779137403717
user_video_create_day_ratio,0.25609887473725906
user_video_create_count_b4,0.25574294578833456
user_page_day_ratio,0.2555119717238955
user_app_launch_count_b3,0.23989679440675016
user_app_launch_count_f1,0.23745501095259441
user_app_launch_count_b4,0.2322098784848518
user_video_create_count_b3,0.17375248921192832
register_day_register_type_device_rate,0.17063225238732305
register_day_device_type_register_rate,0.17063225238732305
user_video_create_day_var,0.06433802666950308
user_video_create_gap,0.06209802089497055
device_type_ratio,0.04812884169184138
user_app_launch_count_f3,0.033693866017291366
user_video_create_rate,0.0031348312605383333
user_video_create_count_f3,-0.03741686232850767
user_video_create_count_f2,-0.04306020210700076
register_day_device_type_register_ratio,-0.05956199280128805
register_type_device,-0.08339418930113555
user_video_create_count_f4,-0.09389237995035818
user_video_create_var,-0.1158318310492451
user_video_create_count_f5,-0.12365890072225783
user_activity_count_b3,-0.1986735515454968
register_type_ratio,-0.2068119120813002
user_app_launch_count_b5,-0.23838805282394768
user_video_num,-0.2634130010653333
register_day_register_type_device_ratio,-0.28277970705126104
user_video_create_count_f1,-0.3082190269839933
user_activity_count_b5,-0.31669958746326093
device_type_register,-0.32909296998495013
register_day_device_ratio,-0.3586486643820907
user_video_create_count_b6,-0.41068777062284634
user_video_create_count_b7,-0.4113286697476465
user_app_launch_count_f4,-0.41561331562650444
device_type_register_ratio,-0.44294730320983156
user_activity_day_rate,-0.4491633384571622
user_activity_count_b6,-0.5011747164816874
user_activity_count_f3,-0.5287166056708229
user_activity_count_f6,-0.5417462887650157
user_app_launch_gap,-0.5941442007543906
user_app_launch_count_f5,-0.7764605181158998
user_activity_ratio,-0.824160562869449
user_activity_count_f5,-0.8408770074722923
user_video_create_frequency,-0.8912063040822971
user_author_num,-0.975239928608781
user_activity_count_f4,-1.0124686256967825
user_activity_count_f7,-1.0604608877123671
user_activity_count_f1,-1.110062230886986
user_activity_rate,-1.1599246693469656
user_video_create_day,-1.226734031228452
user_app_launch_rate,-1.3863968072308273
user_activity_count_f2,-1.394554322698666
feature importance of lr for kuaishou ,2018-06-16_03-02
best score,0.7986319321403897,best params
C,1.5
class_weight,"{1: 1.2, 0: 1}"
max_iter,1200
penalty,l2
solver,liblinear
user_activity_count_b1,4.570078256772038
user_activity_count_b2,3.5710668689618745
user_activity_frequency,3.1368542858636057
user_app_launch_count_b7,2.8436481727032943
user_author_num_ratio,2.1378308123216927
user_video_create_count_b1,1.9245984726325023
user_app_launch_count_f7,1.7897801890399743
register_type_device_ratio,1.5097945924939355
user_activity_day_var,1.334095538413409
user_video_num_ratio,1.2853367183797382
user_app_launch_count_f6,1.2689852312798833
user_app_launch_ratio,1.151427134732843
user_video_create_ratio,1.0930871473996315
user_app_launch_count_b6,1.0376008877566374
user_app_launch_var,0.9263587723493751
user_video_create_count_f7,0.7289935636962335
user_video_create_count_b5,0.7269439402263713
user_activity_var,0.7122585715529173
user_activity_count_b7,0.6461558911900955
user_action_type_num,0.5251621091020268
user_video_create_count_f6,0.5216473175917852
user_app_launch_count_f1,0.5035722405645532
user_app_launch_count_f2,0.5025814219197247
user_activity_count_b4,0.49899778019814445
user_page_num,0.4983132691421835
register_day_type_rate,0.49171850053827665
user_activity_day_ratio,0.4785827980527699
user_activity_gap,0.41177425873865087
user_app_launch_count_b2,0.40812224508077544
register_day_type_ratio,0.40320438962836025
register_day_device_rate,0.39973620871508764
user_video_create_count_b2,0.36201484949051765
user_app_launch_count_b1,0.30763908019149544
user_video_create_count_b4,0.2926711705924893
user_app_launch_count_b3,0.26452822504403856
user_video_create_day_ratio,0.22085815116783572
user_app_launch_count_b4,0.18066399421693216
register_day_register_type_device_rate,0.17145665666435378
register_day_device_type_register_rate,0.17145665666435378
user_video_create_count_b3,0.14387240384880956
user_video_create_day_var,0.14012579589169583
user_app_launch_count_f3,0.11034373424793076
user_video_create_gap,0.09533732464143285
user_page_day_ratio,0.07102234897981222
user_video_create_rate,0.03676814509235866
device_type_ratio,0.02941284236351927
user_video_create_count_f2,0.026118452222862534
user_video_create_count_f3,-0.0012313122411556666
user_video_num,-0.04403384944686117
register_day_device_type_register_ratio,-0.05344868265197319
register_type_device,-0.08493356964794489
user_video_create_count_f4,-0.0885200146292525
user_video_create_var,-0.13453499564931876
user_video_create_count_f5,-0.16216882194332183
register_type_ratio,-0.20606342518469747
device_type_register,-0.3311520085430039
user_activity_count_f3,-0.3338010518155405
user_video_create_count_f1,-0.34902445881311206
register_day_device_ratio,-0.3587304619112978
register_day_register_type_device_ratio,-0.3719225972441896
user_activity_day_rate,-0.4064308809020321
user_activity_count_b5,-0.4458341576870999
device_type_register_ratio,-0.44828363885248507
user_activity_count_f6,-0.45153171801322556
user_app_launch_count_b5,-0.4684214038742994
user_video_create_count_b6,-0.5080439383871567
user_video_create_count_b7,-0.5222988132785669
user_app_launch_count_f4,-0.5687955092328394
user_app_launch_gap,-0.5838697157175198
user_activity_count_b3,-0.6141407027021203
user_activity_count_b6,-0.6354705133560689
user_activity_count_f5,-0.8649788466272981
user_video_create_frequency,-1.0883709309367988
user_activity_count_f4,-1.0979951511043082
user_activity_count_f1,-1.1324421203441768
user_activity_count_f7,-1.1800819432636136
user_app_launch_count_f5,-1.3033126159757114
user_author_num,-1.3250539215272634
user_video_create_day,-1.375892158817592
user_activity_ratio,-1.4646807859715731
user_activity_count_f2,-1.492948225289676
user_activity_rate,-1.537490346771735
user_app_launch_rate,-1.828682558968128
feature importance of lr for kuaishou ,2018-06-16_03-14
best score,0.8078222408444068,best params
C,1.6
class_weight,"{1: 1.4, 0: 1}"
max_iter,1200
penalty,l2
solver,liblinear
user_activity_count_b1,4.634724691646134
user_activity_count_b2,3.3767866377030105
user_video_create_count_b1,3.2422723209786386
user_activity_frequency,3.1757815218386765
user_app_launch_count_b7,2.4785003703453445
register_type_device_ratio,2.342769348682229
user_author_num_ratio,2.2736554645385056
user_video_num_ratio,1.7446490604486975
user_activity_day_var,1.380764206671154
user_app_launch_count_f7,1.3798347135504696
